"Date ","Symbol ","Security Name ","Quantity "
"12-SEP-2025","VIMTALABS","VIMTA LABS LIMITED","41"
"12-SEP-2025","WAAREEENER","WAAREE ENERGIES LIMITED","45"
"12-SEP-2025","WIPRO","WIPRO LTD","700"
"12-SEP-2025","ZENTEC","ZEN TECHNOLOGIES LIMITED","1"
"15-SEP-2025","ABB","ABB LTD.","37"
"15-SEP-2025","ABFRL","ADITYA BIRLA FASHION & RT","75"
"15-SEP-2025","ANANTRAJ","ANANT RAJ LIMITED","2,015"
"15-SEP-2025","ASHOKLEY","ASHOK LEYLAND LTD","40,000"
"15-SEP-2025","ASTRAMICRO","ASTRAMICRO","1"
"15-SEP-2025","AXISBANK","AXIS BANK LIMITED","2"
"15-SEP-2025","BAJAJHIND","BAJAJ HINDUSTAN LTD","500"
"15-SEP-2025","BAJFINANCE","BAJAJ FINANCE LIMITED","15"
"15-SEP-2025","BANCOINDIA","BANCO PRODUCTS (I) LTD","120"
"15-SEP-2025","BDL","BHARAT DYNAMICS LIMITED","100"
"15-SEP-2025","BEML","BEML LIMITED","1"
"15-SEP-2025","BHEL","BHEL","2,676"
"15-SEP-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","10"
"15-SEP-2025","CERA","CERA","1"
"15-SEP-2025","CHALET","CHALET HOTELS LIMITED","1"
"15-SEP-2025","DCW","DCW LTD","31"
"15-SEP-2025","DLF","DLF LIMITED","13"
"15-SEP-2025","EMBDL","EQUINOX INDIA DEV LTD","150"
"15-SEP-2025","GMDCLTD","GUJARAT MINERAL DEV CORP","7,000"
"15-SEP-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","357"
"15-SEP-2025","GODREJCP","GODREJ CONSUMER PRODUCTS LIMITED","10,500"
"15-SEP-2025","GPIL","GPIL","500"
"15-SEP-2025","GREENPANEL","GREENPANEL INDUSTRIES LTD","31"
"15-SEP-2025","GRSE","GARDEN REACH SHIP&ENG LTD","28"
"15-SEP-2025","GTLINFRA","GTL INFRA.LTD","5,000"
"15-SEP-2025","HATSUN","HATSUN AGRO PRODUCT LIMITED","5"
"15-SEP-2025","HAVELLS","HAVELLS INDIA LIMITED","6"
"15-SEP-2025","HDFCBANK","HDFC BANK LTD","20"
"15-SEP-2025","HINDPETRO","HINDUSTAN PETROLEUM CORP","750"
"15-SEP-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","25"
"15-SEP-2025","ICICIBANK","ICICI BANK LTD.","1"
"15-SEP-2025","ICICIGI","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","2"
"15-SEP-2025","IDEA","IDEA CELLULAR LIMITED","5,902"
"15-SEP-2025","INFY","INFOSYS TECHNOLOGIES LTD","5"
"15-SEP-2025","INOXINDIA","INOX INDIA LIMITED","50"
"15-SEP-2025","IOC","INDIAN OIL CORP LTD","1"
"15-SEP-2025","ITC","ITC LTD","30"
"15-SEP-2025","JINDWORLD","JINDAL WORLDWIDE LTD","10,000"
"15-SEP-2025","JSWSTEEL","JSW STEEL LIMITED","277"
"15-SEP-2025","LTF","L&T FINANCE LIMITED","75"
"15-SEP-2025","LUPIN","LUPIN LIMITED","22"
"15-SEP-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","36"
"15-SEP-2025","MONARCH","MONARCH NETWORTH CAP LTD","12"
"15-SEP-2025","MOSCHIP","MOSCHIP TECHNOLOGIES LTD","2"
"15-SEP-2025","MOTHERSON","SAMVRDHNA MTHRSN INT","500"
"15-SEP-2025","MOTILALOFS","MOTILAL OSWAL FIN LTD   ","173"
"15-SEP-2025","NHPC","NHPC LTD","250"
"15-SEP-2025","NTPC","NTPC LTD","50"
"15-SEP-2025","OLAELEC","OLA ELECTRIC MOBILITY LTD","6,079"
"15-SEP-2025","PATANJALI","PATANJALI FOODS LIMITED","190"
"15-SEP-2025","PSUBANKADD","DSPAMC - DSPPSBKETF","282"
"15-SEP-2025","RADICO","RADICO KHAITAN LIMITED","2"
"15-SEP-2025","RVNL","RVNL","5,600"
"15-SEP-2025","SAIL","STEEL AUTHORITY OF INDIA","100"
"15-SEP-2025","SBICARD","SBI CARDS & PAY SER LTD","3,300"
"15-SEP-2025","SIEMENS","SIEMENS LTD","21"
"15-SEP-2025","SUPREMEIND","SUPREME INDUSTRIES LTD","14"
"15-SEP-2025","SWIGGY","SWIGGY LIMITED","1"
"15-SEP-2025","TATAMOTORS","TATA MOTORS LIMITED","59"
"15-SEP-2025","TATASTEEL","TATA STEEL LIMITED","50"
"15-SEP-2025","TATATECH","TATA TECHNOLOGIES LIMITED","30"
"15-SEP-2025","TIINDIA","TUBE INVEST OF INDIA LTD","87"
"15-SEP-2025","TRANSRAILL","TRANSRAIL LIGHTING LTD","1"
"15-SEP-2025","UJJIVANSFB","UJJIVAN SMALL FINANC BANK","10,000"
"15-SEP-2025","VEDL","VEDANTA LIMITED","10"
"16-SEP-2025","ABB","ABB LTD.","33"
"16-SEP-2025","AEGISLOG","AEGIS LOGISTICS LIMITED","1"
"16-SEP-2025","AFCONS","AFCONS INFRASTRUCTURE LTD","50"
"16-SEP-2025","AMBER","AMBER ENTERPRISES (I) LTD","225"
"16-SEP-2025","ANANTRAJ","ANANT RAJ LIMITED","2"
"16-SEP-2025","APOLLO","APOLLO MICRO SYSTEMS LTD","50"
"16-SEP-2025","BANCOINDIA","BANCO PRODUCTS (I) LTD","10"
"16-SEP-2025","BANKBARODA","BANK OF BARODA","1"
"16-SEP-2025","BELRISE","BELRISE INDUSTRIES LTD","25"
"16-SEP-2025","BHEL","BHEL","520"
"16-SEP-2025","BIOCON","BIOCON LIMITED.","10"
"16-SEP-2025","BOSCHLTD","BOSCH LIMITED","8"
"16-SEP-2025","BPCL","BHARAT PETROLEUM CORP  LT","1"
"16-SEP-2025","DEEPAKNTR","DEEPAK NITRITE LIMITED","3"
"16-SEP-2025","DMART","AVENUE SUPERMARTS LIMITED","5"
"16-SEP-2025","DRREDDY","DR. REDDY'S LABORATORIES","25,625"
"16-SEP-2025","EDELWEISS","EDELWEISS FIN SERV LTD","500"
"16-SEP-2025","EIEL","ENVIRO INFRA ENGINEERS L","6"
"16-SEP-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","341"
"16-SEP-2025","GMRP&UI","GMR POW AND URBAN INFRA L","1"
"16-SEP-2025","GPPL","GUJARAT PIPAVAV PORT LTD","248"
"16-SEP-2025","HDFCBANK","HDFC BANK LTD","2"
"16-SEP-2025","HINDCOPPER","HINDUSTAN COPPER LIMITED","800"
"16-SEP-2025","IDFCFIRSTB","IDFC FIRST BANK LIMI","23"
"16-SEP-2025","INDUSTOWER","INDUS","1"
"16-SEP-2025","INFRAIETF","ICICIPRAMC - ICICIINFRA","1"
"16-SEP-2025","INFY","INFOSYS TECHNOLOGIES LTD","10"
"16-SEP-2025","INOXWIND","INOX WIND LIMITED        ","1"
"16-SEP-2025","IOC","INDIAN OIL CORP LTD","25"
"16-SEP-2025","IRFC","IRFC","1"
"16-SEP-2025","ITI","ITI LTD","154"
"16-SEP-2025","JBMA","JBM AUTO LIMITED","3"
"16-SEP-2025","JINDALSTEL","JINDAL STEEL & POWER LTD","79"
"16-SEP-2025","JIOFIN","JIO FIN SERVICES LTD","50"
"16-SEP-2025","JSWENERGY","JSW ENERGY LIMITED","2"
"16-SEP-2025","JWL","JUPITER WAGONS LIMITED","1"
"16-SEP-2025","KAYNES","KAYNES TECHNOLOGY IND LTD","20"
"16-SEP-2025","KEI","KEI INDUSTRIES LTD.      ","10"
"16-SEP-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","50"
"16-SEP-2025","KPRMILL","KPRMILL","1,000"
"16-SEP-2025","LT","LARSEN & TOUBRO LTD.","11"
"16-SEP-2025","LTF","L&T FINANCE LIMITED","1"
"16-SEP-2025","M&M","MAHINDRA & MAHINDRA LTD","50"
"16-SEP-2025","MANAPPURAM","MANAPPURAM FINANCE LTD","90"
"16-SEP-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","2"
"16-SEP-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","16"
"16-SEP-2025","MOSCHIP","MOSCHIP TECHNOLOGIES LTD","200"
"16-SEP-2025","MOTHERSON","SAMVRDHNA MTHRSN INT","300"
"16-SEP-2025","NHPC","NHPC LTD","50"
"16-SEP-2025","PATANJALI","PATANJALI FOODS LIMITED","70"
"16-SEP-2025","PNB","PUNJAB NATIONAL BANK","1"
"16-SEP-2025","RAILTEL","RAILTEL","2"
"16-SEP-2025","RCF","RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED","51"
"16-SEP-2025","REDINGTON","REDINGTON (INDIA) LTD.","7,16,102"
"16-SEP-2025","RSYSTEMS","R SYS INTERNATIONAL LTD","5"
"16-SEP-2025","RVNL","RVNL","1,426"
"16-SEP-2025","SBIN","STATE BANK OF INDIA","694"
"16-SEP-2025","SCI","SHIPPING CORP OF INDIA LT","100"
"16-SEP-2025","SHAILY","SHAILY ENG PLASTICS LTD","2"
"16-SEP-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","80"
"16-SEP-2025","STARHEALTH","STAR HEALTH & AL INS CO L","3"
"16-SEP-2025","SWIGGY","SWIGGY LIMITED","21"
"16-SEP-2025","TATAPOWER","TATA POWER CO LTD","250"
"16-SEP-2025","TATASTEEL","TATA STEEL LIMITED","31"
"16-SEP-2025","TCS","TATA CONSULTANCY SERV LT","106"
"16-SEP-2025","TEXRAIL","TEXMACO RAIL & ENG. LTD. ","170"
"16-SEP-2025","TIINDIA","TUBE INVEST OF INDIA LTD","48"
"16-SEP-2025","TIMETECHNO","TIME TECHNOPLAST LIMITED","500"
"16-SEP-2025","TRANSRAILL","TRANSRAIL LIGHTING LTD","2"
"16-SEP-2025","TRENT","TRENT LIMITED","7"
"17-SEP-2025","AARTIIND","AARTI INDUSTRIES LTD","500"
"17-SEP-2025","ABB","ABB LTD.","2"
"17-SEP-2025","ADANIENT","ADANI ENTERPRISES LIMITED","10"
"17-SEP-2025","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","3"
"17-SEP-2025","ASHOKLEY","ASHOK LEYLAND LTD","3,35,000"
"17-SEP-2025","AUBANK","AU SMALL FINANCE BANK LIMITED","100"
"17-SEP-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","10"
"17-SEP-2025","BHEL","BHEL","500"
"17-SEP-2025","BPCL","BHARAT PETROLEUM CORP  LT","1,000"
"17-SEP-2025","CANBK","CANARA BANK","50"
"17-SEP-2025","CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","2"
"17-SEP-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","60,000"
"17-SEP-2025","COFORGE","COFORGE LIMITED","20"
"17-SEP-2025","CUMMINSIND","CUMMINS INDIA LTD","10"
"17-SEP-2025","DIXON","DIXON TECHNO (INDIA) LTD","1"
"17-SEP-2025","DMART","AVENUE SUPERMARTS LIMITED","6,600"
"17-SEP-2025","DRREDDY","DR. REDDY'S LABORATORIES","1,59,355"
"17-SEP-2025","EDELWEISS","EDELWEISS FIN SERV LTD","1,250"
"17-SEP-2025","EIHOTEL","EIH LIMITED","12"
"17-SEP-2025","ELGIEQUIP","ELGI EQUIPMENTS LTD","252"
"17-SEP-2025","EPACK","EPACK DURABLE LIMITED","1"
"17-SEP-2025","ESG","MIRAEAMC - MAESGETF","1"
"17-SEP-2025","ETERNAL","ETERNAL LIMITED","50"
"17-SEP-2025","FEDERALBNK","FEDERAL BANK LTD","279"
"17-SEP-2025","FLUOROCHEM","FLUOROCHEM","20"
"17-SEP-2025","GLOBUSSPR","GLOBUS SPIRITS LTD","1"
"17-SEP-2025","GMRP&UI","GMR POW AND URBAN INFRA L","6"
"17-SEP-2025","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","412"
"17-SEP-2025","GODREJCP","GODREJ CONSUMER PRODUCTS LIMITED","7,000"
"17-SEP-2025","GREAVESCOT","GREAVES COTTON LTD","9,050"
"17-SEP-2025","HAL","HINDUSTAN AERONAUTICS LTD","14"
"17-SEP-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","11"
"17-SEP-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","200"
"17-SEP-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","4"
"17-SEP-2025","IDBI","IDBI Bank Limited","1,000"
"17-SEP-2025","IDEA","IDEA CELLULAR LIMITED","1"
"17-SEP-2025","IFCI","IFCI LTD","6,071"
"17-SEP-2025","INDUSINDBK","INDUSIND BANK LIMITED","200"
"17-SEP-2025","INFY","INFOSYS TECHNOLOGIES LTD","1,500"
"17-SEP-2025","INOXINDIA","INOX INDIA LIMITED","100"
"17-SEP-2025","IRCON","IRCON","99"
"17-SEP-2025","IREDA","INDIAN RENEWABLE ENERGY","1"
"17-SEP-2025","JSWENERGY","JSW ENERGY LIMITED","100"
"17-SEP-2025","JSWSTEEL","JSW STEEL LIMITED","10"
"17-SEP-2025","KARURVYSYA","KARUR VYSYA BANK LIMITED","180"
"17-SEP-2025","KAYNES","KAYNES TECHNOLOGY IND LTD","30"
"17-SEP-2025","KIRLOSENG","KIRLOSENG","1"
"17-SEP-2025","KNRCON","KNR CONSTRU LTD","10"
"17-SEP-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","16"
"17-SEP-2025","KPITTECH","KPIT TECHNOLOGIES LTD","11"
"17-SEP-2025","LLOYDSENGG","LLOYDS ENGG WORK LIMITED","3,000"
"17-SEP-2025","LTF","L&T FINANCE LIMITED","2"
"17-SEP-2025","MAFANG","MIRAEAMC - MAFANG","83"
"17-SEP-2025","MANINDS","MAN INDUSTRIES (I) LTD.  ","1"
"17-SEP-2025","MARICO","MARICO LIMITED","30"
"17-SEP-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","843"
"17-SEP-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","326"
"17-SEP-2025","MOSCHIP","MOSCHIP TECHNOLOGIES LTD","600"
"17-SEP-2025","MRPL","MRPL","100"
"17-SEP-2025","NBCC","NATIONAL BUILDINGS LTD   ","1"
"17-SEP-2025","NCC","NCC LIMITED","232"
"17-SEP-2025","NTPC","NTPC LTD","11"
"17-SEP-2025","NTPCGREEN","NTPC GREEN ENERGY LIMITED","414"
"17-SEP-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","5"
"17-SEP-2025","PFC","POWER FIN CORP LTD.","50"
"17-SEP-2025","PNB","PUNJAB NATIONAL BANK","7"
"17-SEP-2025","RAILTEL","RAILTEL","2"
"17-SEP-2025","REDINGTON","REDINGTON (INDIA) LTD.","29,083"
"17-SEP-2025","RELIANCE","RELIANCE INDUSTRIES LTD","10"
"17-SEP-2025","RVNL","RVNL","9"
"17-SEP-2025","SANSERA","SANSERA ENGINEERING LTD","125"
"17-SEP-2025","SBICARD","SBI CARDS & PAY SER LTD","29,600"
"17-SEP-2025","SBIN","STATE BANK OF INDIA","708"
"17-SEP-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","40"
"17-SEP-2025","SKYGOLD","SKY GOLD AND DIAMONDS LTD","20"
"17-SEP-2025","SUNTECK","SUNTECK REALTY LIMITED","1"
"17-SEP-2025","SUPREMEIND","SUPREME INDUSTRIES LTD","100"
"17-SEP-2025","TARIL","TRANS & RECTI. LTD","1,000"
"17-SEP-2025","TATACONSUM","TATA CONSUMER PRODUCT","2"
"17-SEP-2025","TATAELXSI","TATA ELXSI LIMITED       ","1,200"
"17-SEP-2025","TATAMOTORS","TATA MOTORS LIMITED","1"
"17-SEP-2025","TATASTEEL","TATA STEEL LIMITED","200"
"17-SEP-2025","TITAN","TITAN INDUSTRIES LTD","1"
"17-SEP-2025","VADILALIND","VADILAL INDUSTRIES LTD","50"
"17-SEP-2025","VAIBHAVGBL","VAIBHAVGBL","2"
"17-SEP-2025","VEDL","VEDANTA LIMITED","3"
"17-SEP-2025","VIMTALABS","VIMTA LABS LIMITED","3"
"17-SEP-2025","WELSPUNLIV","WELSPUN LIVING LIMITED","11"
"17-SEP-2025","WIPRO","WIPRO LTD","100"
"17-SEP-2025","ZENTEC","ZEN TECHNOLOGIES LIMITED","5,609"
"18-SEP-2025","ABFRL","ADITYA BIRLA FASHION & RT","2,000"
"18-SEP-2025","ADANIENSOL","ADANI ENERGY SOLUTION LTD","60"
"18-SEP-2025","ADANIENT","ADANI ENTERPRISES LIMITED","10"
"18-SEP-2025","ADANIPORTS","ADANI PORT & SEZ LTD","133"
"18-SEP-2025","AIIL","AUTHUM INVEST & INFRA LTD","2"
"18-SEP-2025","ARE&M","AMARA RAJA ENERGY MOB","10"
"18-SEP-2025","ASAHIINDIA","ASAHI INDIA GLASS LIMITED","10"
"18-SEP-2025","ASHOKLEY","ASHOK LEYLAND LTD","7,55,000"
"18-SEP-2025","AUROPHARMA","AUROBINDO PHARMA LTD","7"
"18-SEP-2025","BAJAJCON","BAJAJ CONSUMER CARE LTD","1,200"
"18-SEP-2025","BANCOINDIA","BANCO PRODUCTS (I) LTD","5"
"18-SEP-2025","BANKBARODA","BANK OF BARODA","200"
"18-SEP-2025","BEL","BHARAT ELECTRONICS LTD","5,960"
"18-SEP-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","10"
"18-SEP-2025","BIOCON","BIOCON LIMITED.","290"
"18-SEP-2025","BLISSGVS","BLISS GVS PHARMA LTD     ","1"
"18-SEP-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","59"
"18-SEP-2025","CAMS","COMPUTER AGE MGMT SER LTD","7"
"18-SEP-2025","CANBK","CANARA BANK","2,501"
"18-SEP-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","50"
"18-SEP-2025","CENTRALBK","CENTRAL BANK OF INDIA","1,000"
"18-SEP-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","13,256"
"18-SEP-2025","CIGNITITEC","CIGNITI TECHNOLOGIES LTD","2"
"18-SEP-2025","COLPAL","COLGATE PALMOLIVE LTD.","21"
"18-SEP-2025","CONCOR","CONTAINER CORP OF IND LTD","729"
"18-SEP-2025","CYIENTDLM","CYIENT DLM LIMITED","82"
"18-SEP-2025","DALBHARAT","DALMIA BHARAT LIMITED","2"
"18-SEP-2025","DIXON","DIXON TECHNO (INDIA) LTD","4"
"18-SEP-2025","DRREDDY","DR. REDDY'S LABORATORIES","1,55,000"
"18-SEP-2025","EIHOTEL","EIH LIMITED","12"
"18-SEP-2025","EPACK","EPACK DURABLE LIMITED","1"
"18-SEP-2025","ETERNAL","ETERNAL LIMITED","650"
"18-SEP-2025","FUSION","FUSION MICRO FINANCE LTD","50"
"18-SEP-2025","GHCL","GHCL LIMITED","200"
"18-SEP-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","25"
"18-SEP-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","2"
"18-SEP-2025","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","50"
"18-SEP-2025","GRAPHITE","GRAPHITE INDIA LIMITED","13"
"18-SEP-2025","GRINDWELL","GRINDWELL","2"
"18-SEP-2025","GRSE","GARDEN REACH SHIP&ENG LTD","1,810"
"18-SEP-2025","HDFCBANK","HDFC BANK LTD","564"
"18-SEP-2025","HERITGFOOD","HERITAGE FOODS LTD    ","1"
"18-SEP-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","100"
"18-SEP-2025","HINDPETRO","HINDUSTAN PETROLEUM CORP","200"
"18-SEP-2025","HINDZINC","HINDUSTAN ZINC LIMITED","216"
"18-SEP-2025","ICICIBANK","ICICI BANK LTD.","10"
"18-SEP-2025","IDBI","IDBI Bank Limited","1"
"18-SEP-2025","IDEA","IDEA CELLULAR LIMITED","5,432"
"18-SEP-2025","INFY","INFOSYS TECHNOLOGIES LTD","100"
"18-SEP-2025","IOC","INDIAN OIL CORP LTD","10"
"18-SEP-2025","IREDA","INDIAN RENEWABLE ENERGY","363"
"18-SEP-2025","IRFC","IRFC","902"
"18-SEP-2025","JIOFIN","JIO FIN SERVICES LTD","1,890"
"18-SEP-2025","JSWSTEEL","JSW STEEL LIMITED","3"
"18-SEP-2025","KAYNES","KAYNES TECHNOLOGY IND LTD","1"
"18-SEP-2025","KFINTECH","KFIN TECHNOLOGIES LIMITED","1"
"18-SEP-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","15"
"18-SEP-2025","KPITTECH","KPIT TECHNOLOGIES LTD","70"
"18-SEP-2025","LAURUSLABS","LAURUS LABS LIMITED","543"
"18-SEP-2025","LICHSGFIN","LIC HOUSING FINANCE LTD","700"
"18-SEP-2025","LTF","L&T FINANCE LIMITED","201"
"18-SEP-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","2"
"18-SEP-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","103"
"18-SEP-2025","MOSCHIP","MOSCHIP TECHNOLOGIES LTD","2,550"
"18-SEP-2025","MSUMI","MOTHERSON SUMI WRNG IND L","1"
"18-SEP-2025","NATCOPHARM","NATCO PHARMA LIMITED","50"
"18-SEP-2025","NFL","NATIONAL FERT. LTD","1"
"18-SEP-2025","NHPC","NHPC LTD","313"
"18-SEP-2025","NYKAA","FSN E COMMERCE VENTURES","35"
"18-SEP-2025","OLAELEC","OLA ELECTRIC MOBILITY LTD","3,545"
"18-SEP-2025","OLECTRA","OLECTRA GREENTECH LIMITED","50"
"18-SEP-2025","ORCHPHARMA","ORCHID PHARMA LIMITED","2,000"
"18-SEP-2025","PFC","POWER FIN CORP LTD.","50"
"18-SEP-2025","PNB","PUNJAB NATIONAL BANK","500"
"18-SEP-2025","PNBHOUSING","PNB HOUSING FIN LTD.   ","63"
"18-SEP-2025","POONAWALLA","POONAWALLA FINCORP LTD","3,000"
"18-SEP-2025","POWERGRID","POWER GRID CORP. LTD.","59"
"18-SEP-2025","RECLTD","RURAL ELEC CORP. LTD.","6"
"18-SEP-2025","REDTAPE","REDTAPE LIMITED","1"
"18-SEP-2025","RELIANCE","RELIANCE INDUSTRIES LTD","90"
"18-SEP-2025","RKFORGE","RAMKRISHNA FORGINGS LTD","1"
"18-SEP-2025","RVNL","RVNL","1"
"18-SEP-2025","SAIL","STEEL AUTHORITY OF INDIA","1"
"18-SEP-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","100"
"18-SEP-2025","SBICARD","SBI CARDS & PAY SER LTD","56,800"
"18-SEP-2025","SBIN","STATE BANK OF INDIA","99"
"18-SEP-2025","SHRIRAMPPS","SHRIRAM PROPERTIES LTD","1"
"18-SEP-2025","SUNPHARMA","SUN PHARMACEUTICALS IND.","86"
"18-SEP-2025","SUZLON","SUZLON ENERGY LIMITED","2,050"
"18-SEP-2025","SWANCORP","SWAN CORP LIMITED","2"
"18-SEP-2025","TATACHEM","TATA CHEMICALS LTD","200"
"18-SEP-2025","TATAMOTORS","TATA MOTORS LIMITED","6"
"18-SEP-2025","TATASTEEL","TATA STEEL LIMITED","191"
"18-SEP-2025","UNIONBANK","UNION BANK OF INDIA","1"
"18-SEP-2025","VEDL","VEDANTA LIMITED","1,000"
"18-SEP-2025","VIMTALABS","VIMTA LABS LIMITED","3"
"18-SEP-2025","VMM","VISHAL MEGA MART LIMITED","25"
"18-SEP-2025","VOLTAS","VOLTAS LTD","12"
"18-SEP-2025","ZENTEC","ZEN TECHNOLOGIES LIMITED","8,448"
"19-SEP-2025","AAVAS","AAVAS FINANCIERS LIMITED","160"
"19-SEP-2025","ABBOTINDIA","ABBOTT INDIA LIMITED","1"
"19-SEP-2025","ABSLAMC","ADIT BIRL SUN LIF AMC LTD","30"
"19-SEP-2025","ACUTAAS","ACUTAAS CHEMICALS LIMITED","122"
"19-SEP-2025","ADANIENSOL","ADANI ENERGY SOLUTION LTD","10"
"19-SEP-2025","ADANIENT","ADANI ENTERPRISES LIMITED","85"
"19-SEP-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","115"
"19-SEP-2025","AFCONS","AFCONS INFRASTRUCTURE LTD","1"
"19-SEP-2025","AJANTPHARM","AJANTA PHARMA LIMITED","17"
"19-SEP-2025","ALIVUS","ALIVUS LIFE SCIENCES LTD","5"
"19-SEP-2025","ALLCARGO","ALLCARGO LOGISTICS LIMITED","2,090"
"19-SEP-2025","ANUP","THE ANUP ENGINEERING LTD","25"
"19-SEP-2025","ANURAS","ANUPAM RASAYAN INDIA LTD","12"
"19-SEP-2025","ARE&M","AMARA RAJA ENERGY MOB","212"
"19-SEP-2025","ARVIND","ARVIND LIMITED","44"
"19-SEP-2025","ASHOKLEY","ASHOK LEYLAND LTD","10,10,112"
"19-SEP-2025","ASTRAMICRO","ASTRAMICRO","100"
"19-SEP-2025","ATGL","ADANI TOTAL GAS LIMITED","1"
"19-SEP-2025","AVANTEL","AVANTEL LIMITED","50"
"19-SEP-2025","BAJAJ-AUTO","BAJAJ AUTO LIMITED","89"
"19-SEP-2025","BAJAJHFL","BAJAJ HOUSING FINANCE LTD","2"
"19-SEP-2025","BAJFINANCE","BAJAJ FINANCE LIMITED","2,136"
"19-SEP-2025","BBL","BHARAT BIJLEE LTD","24"
"19-SEP-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","10"
"19-SEP-2025","BHEL","BHEL","1,004"
"19-SEP-2025","BIOCON","BIOCON LIMITED.","10"
"19-SEP-2025","BLUEDART","BLUE DART EXPRESS LTD    ","10"
"19-SEP-2025","BOMDYEING","BOMBAY DYEING & MFG. CO L","14"
"19-SEP-2025","BSOFT","BIRLASOFT LIMITED","148"
"19-SEP-2025","CANBK","CANARA BANK","100"
"19-SEP-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","596"
"19-SEP-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","30,019"
"19-SEP-2025","CIEINDIA","CIE AUTOMOTIV","41"
"19-SEP-2025","CLEAN","CLEAN SCIENCE & TECH LTD","304"
"19-SEP-2025","COHANCE","COHANCE LIFESCIENCES LTD","1"
"19-SEP-2025","COLPAL","COLGATE PALMOLIVE LTD.","4"
"19-SEP-2025","CONCOR","CONTAINER CORP OF IND LTD","298"
"19-SEP-2025","COROMANDEL","COROMANDEL INTERNTL. LTD ","758"
"19-SEP-2025","CREDITACC","CREDITACCESS GRAMEEN LTD","59"
"19-SEP-2025","CUMMINSIND","CUMMINS INDIA LTD","4,600"
"19-SEP-2025","DATAMATICS","DATAMATICS GLOBAL SER LTD","1"
"19-SEP-2025","DATAPATTNS","DATA PATTERNS INDIA LTD","200"
"19-SEP-2025","DEEPAKNTR","DEEPAK NITRITE LIMITED","144"
"19-SEP-2025","DHANI","DHANI","5"
"19-SEP-2025","DMART","AVENUE SUPERMARTS LIMITED","553"
"19-SEP-2025","DRREDDY","DR. REDDY'S LABORATORIES","39,375"
"19-SEP-2025","EIHOTEL","EIH LIMITED","128"
"19-SEP-2025","ELGIEQUIP","ELGI EQUIPMENTS LTD","1"
"19-SEP-2025","EMIL","ELECTRONICS MART IND LTD","110"
"19-SEP-2025","FIVESTAR","FIVE-STAR BUS FIN LTD","292"
"19-SEP-2025","FLUOROCHEM","FLUOROCHEM","20"
"19-SEP-2025","FUSION","FUSION MICRO FINANCE LTD","50"
"19-SEP-2025","GABRIEL","GABRIEL INDIA LTD","5"
"19-SEP-2025","GAIL","GAIL (INDIA) LTD","4,608"
"19-SEP-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","2,126"
"19-SEP-2025","GNFC","GUJARAT NARMADA FERT. CO","148"
"19-SEP-2025","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","4"
"19-SEP-2025","GODREJPROP","GODREJ PROPERTIES LTD","1"
