"Date ","Symbol ","Security Name ","Quantity "
"10-JUL-2025","LAURUSLABS","LAURUS LABS LIMITED","227"
"10-JUL-2025","LLOYDSENGG","LLOYDS ENGG WORK LIMITED","50"
"10-JUL-2025","LT","LARSEN & TOUBRO LTD.","60"
"10-JUL-2025","LTIM","LTIMINDTREE LIMITED","32"
"10-JUL-2025","MANKIND","MANKIND PHARMA LIMITED","185"
"10-JUL-2025","MRF","MRF LTD","3"
"10-JUL-2025","NUVAMA","NUVAMA WEALTH MANAGE LTD","150"
"10-JUL-2025","NYKAA","FSN E COMMERCE VENTURES","1,100"
"10-JUL-2025","PAGEIND","PAGE INDUSTRIES LTD","105"
"10-JUL-2025","PARAS","PARAS DEF AND SPCE TECH L","50"
"10-JUL-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","784"
"10-JUL-2025","PENIND","PENNAR INDUSTRIES LTD","6"
"10-JUL-2025","PGEL","PG ELECTROPLAST LTD","172"
"10-JUL-2025","PIDILITIND","PIDILITE INDUSTRIES LIMITED","11"
"10-JUL-2025","PNBHOUSING","PNB HOUSING FIN LTD.   ","100"
"10-JUL-2025","POLYCAB","POLYCAB INDIA LIMITED","15"
"10-JUL-2025","RALLIS","RALLIS INDIA LTD","3"
"10-JUL-2025","RAMASTEEL","RAMA STEEL TUBES LIMITED","30"
"10-JUL-2025","SAIL","STEEL AUTHORITY OF INDIA","200"
"10-JUL-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","1"
"10-JUL-2025","SEPC","SEPC LIMITED","82,500"
"10-JUL-2025","SONATSOFTW","SONATA SOFTWARE LIMITED","1"
"10-JUL-2025","SUNTV","SUN TV NETWORK LIMITED","200"
"10-JUL-2025","SWIGGY","SWIGGY LIMITED","5"
"10-JUL-2025","SWSOLAR","STERLING & WILSON SO LTD","25"
"10-JUL-2025","SYRMA","SYRMA SGS TECHNOLOGY LTD","4"
"10-JUL-2025","TATACHEM","TATA CHEMICALS LTD","7,500"
"10-JUL-2025","TATASTEEL","TATA STEEL LIMITED","510"
"10-JUL-2025","THYROCARE","THYROCARE TECH LTD","50"
"10-JUL-2025","UNIONBANK","UNION BANK OF INDIA","5,48,700"
"10-JUL-2025","VEDL","VEDANTA LIMITED","1,14,050"
"10-JUL-2025","VINATIORGA","VINATI ORGANICS LTD","5"
"10-JUL-2025","WIPRO","WIPRO LTD","2"
"11-JUL-2025","ACMESOLAR","ACME SOLAR HOLDINGS LTD","40"
"11-JUL-2025","BAJAJHIND","BAJAJ HINDUSTAN LTD","1"
"11-JUL-2025","BANDHANBNK","BANDHAN BANK LIMITED","387"
"11-JUL-2025","BEL","BHARAT ELECTRONICS LTD","3"
"11-JUL-2025","BELRISE","BELRISE INDUSTRIES LTD","116"
"11-JUL-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","25"
"11-JUL-2025","BOSCHLTD","BOSCH LIMITED","2"
"11-JUL-2025","BSE","BSE LIMITED","750"
"11-JUL-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","130"
"11-JUL-2025","CELLO","CELLO WORLD LIMITED","20"
"11-JUL-2025","DMART","AVENUE SUPERMARTS LIMITED","4,950"
"11-JUL-2025","EIDPARRY","EID PARRY INDIA LTD","1,000"
"11-JUL-2025","EMCURE","EMCURE PHARMACEUTICALS L","1"
"11-JUL-2025","ESCORTS","ESCORTS INDIA LTD","288"
"11-JUL-2025","GABRIEL","GABRIEL INDIA LTD","90"
"11-JUL-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","195"
"11-JUL-2025","GOCOLORS","GO FASHION INDIA LTD","318"
"11-JUL-2025","HEROMOTOCO","HERO MOTOCORP LTD","60,201"
"11-JUL-2025","HYUNDAI","HYUNDAI MOTOR INDIA LTD","500"
"11-JUL-2025","INDIGO","INTERGLOBE AVIATION LTD  ","75"
"11-JUL-2025","INFY","INFOSYS TECHNOLOGIES LTD","1,40,400"
"11-JUL-2025","INOXWIND","INOX WIND LIMITED        ","200"
"11-JUL-2025","IOC","INDIAN OIL CORP LTD","300"
"11-JUL-2025","IREDA","INDIAN RENEWABLE ENERGY","10,350"
"11-JUL-2025","IRFC","IRFC","1"
"11-JUL-2025","ITC","ITC LTD","300"
"11-JUL-2025","JINDALSTEL","JINDAL STEEL & POWER LTD","50"
"11-JUL-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","600"
"11-JUL-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","160"
"11-JUL-2025","JYOTHYLAB","JYOTHY LABORATORIES LIMITED","110"
"11-JUL-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","1"
"11-JUL-2025","MAFANG","MIRAEAMC - MAFANG","277"
"11-JUL-2025","MANKIND","MANKIND PHARMA LIMITED","3,101"
"11-JUL-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","5"
"11-JUL-2025","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","275"
"11-JUL-2025","NYKAA","FSN E COMMERCE VENTURES","10,000"
"11-JUL-2025","OLAELEC","OLA ELECTRIC MOBILITY LTD","37"
"11-JUL-2025","PCJEWELLER","PC JEWELLER LTD          ","1"
"11-JUL-2025","PEL","PIRAMAL ENTERPRISES LTD","820"
"11-JUL-2025","PETRONET","PETRONET LNG LIMITED","1"
"11-JUL-2025","PFC","POWER FIN CORP LTD.","810"
"11-JUL-2025","PIIND","PI INDUSTRIES LTD        ","149"
"11-JUL-2025","PNBHOUSING","PNB HOUSING FIN LTD.   ","8"
"11-JUL-2025","RBLBANK","RBL BANK LIMITED    ","700"
"11-JUL-2025","RECLTD","RURAL ELEC CORP. LTD.","500"
"11-JUL-2025","RELIGARE","RELIGARE ENTERPRISES LIMITED","2"
"11-JUL-2025","RTNPOWER","RATTANINDIA POWER LIMITED","1,500"
"11-JUL-2025","SAGILITY","SAGILITY INDIA LIMITED","60"
"11-JUL-2025","SHOPERSTOP","SHOPPERS STOP LIMITED","28"
"11-JUL-2025","SHRIRAMPPS","SHRIRAM PROPERTIES LTD","1"
"11-JUL-2025","SWIGGY","SWIGGY LIMITED","6"
"11-JUL-2025","SWSOLAR","STERLING & WILSON SO LTD","51"
"11-JUL-2025","TATAELXSI","TATA ELXSI LIMITED       ","2"
"11-JUL-2025","TECHNOE","TECHNOE","1"
"11-JUL-2025","TITAN","TITAN INDUSTRIES LTD","65"
"11-JUL-2025","UNITDSPR","UNITED SPIRITS LIMITED","30"
"11-JUL-2025","VEDL","VEDANTA LIMITED","4"
"11-JUL-2025","WAAREEENER","WAAREE ENERGIES LIMITED","1"
"11-JUL-2025","WIPRO","WIPRO LTD","3,15,000"
"14-JUL-2025","AADHARHFC","AADHAR HOUSING FINANCE L","1"
"14-JUL-2025","AARTIPHARM","AARTI PHARMALABS LIMITED","10"
"14-JUL-2025","ACMESOLAR","ACME SOLAR HOLDINGS LTD","60"
"14-JUL-2025","AIAENG","AIA ENGINEERING LIMITED","5"
"14-JUL-2025","ANANDRATHI","ANAND RATHI WEALTH LTD","40"
"14-JUL-2025","ANGELONE","ANGEL ONE LTD","7,000"
"14-JUL-2025","ASIANPAINT","ASIAN PAINTS LIMITED","50"
"14-JUL-2025","ASTRAL","ASTRAL POLY TECHNIK LIMITED","28,900"
"14-JUL-2025","ATUL","ATUL LTD","25"
"14-JUL-2025","BAJAJFINSV","BAJAJ FINSERV LIMITED","50"
"14-JUL-2025","BANCOINDIA","BANCO PRODUCTS (I) LTD","120"
"14-JUL-2025","BEL","BHARAT ELECTRONICS LTD","689"
"14-JUL-2025","BEML","BEML LIMITED","8"
"14-JUL-2025","BIOCON","BIOCON LIMITED.","200"
"14-JUL-2025","BOSCHLTD","BOSCH LIMITED","1"
"14-JUL-2025","BPCL","BHARAT PETROLEUM CORP  LT","1"
"14-JUL-2025","BSE","BSE LIMITED","25"
"14-JUL-2025","CARTRADE","CARTRADE TECH LIMITED","1"
"14-JUL-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","7"
"14-JUL-2025","CONCORDBIO","CONCORD BIOTECH LIMITED","13"
"14-JUL-2025","CUPID","CUPID LIMITED","1"
"14-JUL-2025","DCMSHRIRAM","DCM SHRIRAM LIMITED","218"
"14-JUL-2025","DIXON","DIXON TECHNO (INDIA) LTD","68"
"14-JUL-2025","DMART","AVENUE SUPERMARTS LIMITED","2,850"
"14-JUL-2025","EIEL","ENVIRO INFRA ENGINEERS L","20"
"14-JUL-2025","ELECON","ELECON ENG. CO. LTD","2,976"
"14-JUL-2025","EMCURE","EMCURE PHARMACEUTICALS L","3"
"14-JUL-2025","ENDURANCE","ENDURANCE TECHNOLOGIES LIMITED","75"
"14-JUL-2025","FEDERALBNK","FEDERAL BANK LTD","50"
"14-JUL-2025","GABRIEL","GABRIEL INDIA LTD","1"
"14-JUL-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","149"
"14-JUL-2025","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","36"
"14-JUL-2025","GRAPHITE","GRAPHITE INDIA LIMITED","50"
"14-JUL-2025","GRSE","GARDEN REACH SHIP&ENG LTD","5"
"14-JUL-2025","HAL","HINDUSTAN AERONAUTICS LTD","21"
"14-JUL-2025","HCC","HINDUSTAN CONSTRUCTION CO","6"
"14-JUL-2025","HEROMOTOCO","HERO MOTOCORP LTD","2,384"
"14-JUL-2025","HINDZINC","HINDUSTAN ZINC LIMITED","759"
"14-JUL-2025","ICICIBANK","ICICI BANK LTD.","25"
"14-JUL-2025","IDEA","IDEA CELLULAR LIMITED","26,316"
"14-JUL-2025","IDFNIFTYET","IDFNIFTYET","3"
"14-JUL-2025","IFBIND","IFB INDUSTRIES LIMITED","1"
"14-JUL-2025","INDIGO","INTERGLOBE AVIATION LTD  ","54"
"14-JUL-2025","INFY","INFOSYS TECHNOLOGIES LTD","1,52,000"
"14-JUL-2025","IOC","INDIAN OIL CORP LTD","60"
"14-JUL-2025","IREDA","INDIAN RENEWABLE ENERGY","700"
"14-JUL-2025","JIOFIN","JIO FIN SERVICES LTD","44"
"14-JUL-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","650"
"14-JUL-2025","JKTYRE","JK TYRE & INDUSTRIES LTD","1"
"14-JUL-2025","JPPOWER","JAIPRAKASH POWER VEN. LTD","19,000"
"14-JUL-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","110"
"14-JUL-2025","KAJARIACER","KAJARIA CERAMICS LTD     ","15"
"14-JUL-2025","KALYANKJIL","KALYAN JEWELLERS IND LTD","20"
"14-JUL-2025","KEI","KEI INDUSTRIES LTD.      ","110"
"14-JUL-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","25"
"14-JUL-2025","LAURUSLABS","LAURUS LABS LIMITED","100"
"14-JUL-2025","LIQUIDIETF","ICICIPRAMC - ICICILIQ","16"
"14-JUL-2025","MANKIND","MANKIND PHARMA LIMITED","1"
"14-JUL-2025","MARKSANS","MARKSANS PHARMA LIMITED  ","1"
"14-JUL-2025","MAXHEALTH","MAX HEALTHCARE INS LTD","26"
"14-JUL-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","500"
"14-JUL-2025","METALIETF","ICICIPRAMC - METALIETF","100"
"14-JUL-2025","MFSL","MAX FINANCIAL SERV LTD","12"
"14-JUL-2025","NEULANDLAB","NEULAND LAB LTD.","11,301"
"14-JUL-2025","NYKAA","FSN E COMMERCE VENTURES","500"
"14-JUL-2025","OLAELEC","OLA ELECTRIC MOBILITY LTD","2,400"
"14-JUL-2025","ORIENTCEM","ORIENT CEMENT LIMITED","50"
"14-JUL-2025","PAGEIND","PAGE INDUSTRIES LTD","2,363"
"14-JUL-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","988"
"14-JUL-2025","PEL","PIRAMAL ENTERPRISES LTD","300"
"14-JUL-2025","RAYMONDLSL","RAYMOND LIFESTYLE LIMITED","235"
"14-JUL-2025","RBLBANK","RBL BANK LIMITED    ","100"
"14-JUL-2025","RECLTD","RURAL ELEC CORP. LTD.","150"
"14-JUL-2025","REDINGTON","REDINGTON (INDIA) LTD.","1"
"14-JUL-2025","RELIGARE","RELIGARE ENTERPRISES LIMITED","3"
"14-JUL-2025","SBICARD","SBI CARDS & PAY SER LTD","41,600"
"14-JUL-2025","SCHNEIDER","SCHNEIDER ELECTRIC INFRA","941"
"14-JUL-2025","SMLISUZU","SML ISUZU LIMITED","13"
"14-JUL-2025","SWSOLAR","STERLING & WILSON SO LTD","4"
"14-JUL-2025","TATACHEM","TATA CHEMICALS LTD","40"
"14-JUL-2025","TATAPOWER","TATA POWER CO LTD","125"
"14-JUL-2025","TATASTEEL","TATA STEEL LIMITED","116"
"14-JUL-2025","TBOTEK","TBO TEK LIMITED","222"
"14-JUL-2025","TCS","TATA CONSULTANCY SERV LT","22"
"14-JUL-2025","TEJASNET","TEJAS NETWORKS LIMITED","1"
"14-JUL-2025","TITAN","TITAN INDUSTRIES LTD","4"
"14-JUL-2025","UNIONBANK","UNION BANK OF INDIA","75"
"14-JUL-2025","VEDL","VEDANTA LIMITED","400"
"14-JUL-2025","WAAREEENER","WAAREE ENERGIES LIMITED","1"
"14-JUL-2025","WOCKPHARMA","WOCKHARDT LIMITED","219"
"15-JUL-2025","AARTIPHARM","AARTI PHARMALABS LIMITED","10"
"15-JUL-2025","ACMESOLAR","ACME SOLAR HOLDINGS LTD","100"
"15-JUL-2025","ACUTAAS","ACUTAAS CHEMICALS LIMITED","1"
"15-JUL-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","100"
"15-JUL-2025","ADANIPORTS","ADANI PORT & SEZ LTD","17"
"15-JUL-2025","ANGELONE","ANGEL ONE LTD","2,250"
"15-JUL-2025","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","1"
"15-JUL-2025","ASTRAL","ASTRAL POLY TECHNIK LIMITED","18,700"
"15-JUL-2025","BAJAJFINSV","BAJAJ FINSERV LIMITED","50"
"15-JUL-2025","BANCOINDIA","BANCO PRODUCTS (I) LTD","5"
"15-JUL-2025","BBTC","BOMBAY BURMAH TRADING COR","20"
"15-JUL-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","2"
"15-JUL-2025","BIOCON","BIOCON LIMITED.","850"
"15-JUL-2025","BLUESTARCO","BLUE STAR LIMITED","1,450"
"15-JUL-2025","BPCL","BHARAT PETROLEUM CORP  LT","100"
"15-JUL-2025","CANBK","CANARA BANK","500"
"15-JUL-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","25"
"15-JUL-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","5"
"15-JUL-2025","CONCOR","CONTAINER CORP OF IND LTD","10"
"15-JUL-2025","CUPID","CUPID LIMITED","4,103"
"15-JUL-2025","DABUR","DABUR INDIA LTD","100"
"15-JUL-2025","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","14"
"15-JUL-2025","HDFCAMC","HDFC AMC LIMITED","12"
"15-JUL-2025","HEROMOTOCO","HERO MOTOCORP LTD","74"
"15-JUL-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","45"
"15-JUL-2025","HINDUNILVR","HINDUSTAN UNILEVER LTD.","50"
"15-JUL-2025","INDIGO","INTERGLOBE AVIATION LTD  ","4"
"15-JUL-2025","INOXWIND","INOX WIND LIMITED        ","32,250"
"15-JUL-2025","IOB","INDIAN OVERSEAS BANK","1"
"15-JUL-2025","JIOFIN","JIO FIN SERVICES LTD","2"
"15-JUL-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","1,646"
"15-JUL-2025","JSL","JSL Limited","1"
"15-JUL-2025","KAJARIACER","KAJARIA CERAMICS LTD     ","1"
"15-JUL-2025","KFINTECH","KFIN TECHNOLOGIES LIMITED","5"
"15-JUL-2025","KIRIINDUS","KIRIINDUS","1,000"
"15-JUL-2025","KPITTECH","KPIT TECHNOLOGIES LTD","30"
"15-JUL-2025","LAURUSLABS","LAURUS LABS LIMITED","300"
"15-JUL-2025","LODHA","LODHA","70"
"15-JUL-2025","LTIM","LTIMINDTREE LIMITED","1"
"15-JUL-2025","MAFANG","MIRAEAMC - MAFANG","1"
"15-JUL-2025","MAHKTECH","MIRAEAMC - MAHKTECH","199"
"15-JUL-2025","MANGLMCEM","MANGALAM CEMENT LTD","3"
"15-JUL-2025","MOIL","MOIL LIMITED     ","1"
"15-JUL-2025","MTNL","MAHANAGAR TELEPHONE NIGAM","250"
"15-JUL-2025","NEULANDLAB","NEULAND LAB LTD.","1"
"15-JUL-2025","OLAELEC","OLA ELECTRIC MOBILITY LTD","1,002"
"15-JUL-2025","PAGEIND","PAGE INDUSTRIES LTD","11"
"15-JUL-2025","PARAGMILK","PARAG MILK FOODS LTD.   ","2"
"15-JUL-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","95"
"15-JUL-2025","PEL","PIRAMAL ENTERPRISES LTD","200"
"15-JUL-2025","PNB","PUNJAB NATIONAL BANK","735"
"15-JUL-2025","POKARNA","POKARNA LIMITED","8"
"15-JUL-2025","POLICYBZR","PB FINTECH LIMITED","283"
"15-JUL-2025","POLYCAB","POLYCAB INDIA LIMITED","23"
"15-JUL-2025","PRECWIRE","PRECISION WIRES INDIA LTD","2"
"15-JUL-2025","RBLBANK","RBL BANK LIMITED    ","250"
"15-JUL-2025","RVNL","RVNL","1,65,003"
"15-JUL-2025","SAFARI","SAFARI IND (INDIA) LTD","10"
"15-JUL-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","7,500"
"15-JUL-2025","SBICARD","SBI CARDS & PAY SER LTD","37,600"
"15-JUL-2025","SBIN","STATE BANK OF INDIA","4"
"15-JUL-2025","SJVN","SJVN","50"
"15-JUL-2025","SOBHA","SOBHA DEVELOPERS LTD","2"
"15-JUL-2025","SRF","SRF LTD","1"
"15-JUL-2025","STARCEMENT","STARCEMENT","1"
"15-JUL-2025","STLTECH","STERLITE TECHNOLOGIES","24,497"
"15-JUL-2025","SUBROS","SUBROS LIMITED","1"
"15-JUL-2025","SUNPHARMA","SUN PHARMACEUTICALS IND.","4"
"15-JUL-2025","SYRMA","SYRMA SGS TECHNOLOGY LTD","4"
"15-JUL-2025","TATACOMM","TATA COMMUNICATIONS LTD","1"
"15-JUL-2025","TATATECH","TATA TECHNOLOGIES LIMITED","10"
"15-JUL-2025","TECHM","TECH MAHINDRA LIMITED","1"
"15-JUL-2025","TEXRAIL","TEXMACO RAIL & ENG. LTD. ","4"
"15-JUL-2025","TTML","TATA TELESERV(MAHARASTRA)","80"
"15-JUL-2025","TVSMOTOR","TVS MOTOR COMPANY  LTD","10"
"15-JUL-2025","UJJIVANSFB","UJJIVAN SMALL FINANC BANK","1"
"15-JUL-2025","VEDL","VEDANTA LIMITED","45"
"15-JUL-2025","VOLTAS","VOLTAS LTD","5"
"15-JUL-2025","WAAREERTL","WAAREE RENEWABLE TECH LTD","1"
"15-JUL-2025","WEBELSOLAR","WEBSOL ENERGY SYSTEM LTD","3,555"
"15-JUL-2025","WESTLIFE","WESTLIFE DEVELOPMENT LIMITED","1"
"15-JUL-2025","ZEEL","ZEE ENTERTAINMENT ENT LTD","75"
"16-JUL-2025","63MOONS","63 MOONS TECHNOLOGIES LTD","200"
"16-JUL-2025","ABB","ABB LTD.","2"
"16-JUL-2025","BANKBARODA","BANK OF BARODA","517"
"16-JUL-2025","BANKBEES","GOLDMAN SACHS BANKING INDEX EXCHANGE TRADED SCHEME","100"
"16-JUL-2025","BANKINDIA","BANK OF INDIA","1"
"16-JUL-2025","BELRISE","BELRISE INDUSTRIES LTD","105"
"16-JUL-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","75"
"16-JUL-2025","BIOCON","BIOCON LIMITED.","2"
"16-JUL-2025","BORORENEW","BOROSIL RENEWABLES LTD","1"
"16-JUL-2025","BSE","BSE LIMITED","1"
"16-JUL-2025","CANBK","CANARA BANK","394"
"16-JUL-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","3"
"16-JUL-2025","COALINDIA","COALINDIA","55,350"
"16-JUL-2025","CONCOR","CONTAINER CORP OF IND LTD","199"
"16-JUL-2025","CUPID","CUPID LIMITED","1"
"16-JUL-2025","DLF","DLF LIMITED","50"
"16-JUL-2025","EPACK","EPACK DURABLE LIMITED","1,000"
"16-JUL-2025","ETHOSLTD","ETHOS LIMITED","400"
"16-JUL-2025","FORTIS","FORTIS HEALTHCARE (I) LTD","1,746"
"16-JUL-2025","GAIL","GAIL (INDIA) LTD","42"
"16-JUL-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","40"
"16-JUL-2025","GMRP&UI","GMR POW AND URBAN INFRA L","244"
"16-JUL-2025","GRINFRA","G R INFRAPROJECTS LIMITED","1"
"16-JUL-2025","HDFCAMC","HDFC AMC LIMITED","2"
"16-JUL-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","1"
"16-JUL-2025","HINDPETRO","HINDUSTAN PETROLEUM CORP","1"
"16-JUL-2025","ICICIBANK","ICICI BANK LTD.","50"
"16-JUL-2025","IDBI","IDBI Bank Limited","250"
"16-JUL-2025","INDIGO","INTERGLOBE AVIATION LTD  ","391"
"16-JUL-2025","IOB","INDIAN OVERSEAS BANK","1"
"16-JUL-2025","ITCHOTELS","ITC HOTELS LIMITED","1"
"16-JUL-2025","JINDALSAW","JINDAL SAW LIMITED","1"
"16-JUL-2025","JIOFIN","JIO FIN SERVICES LTD","2"
"16-JUL-2025","JPPOWER","JAIPRAKASH POWER VEN. LTD","1"
"16-JUL-2025","KFINTECH","KFIN TECHNOLOGIES LIMITED","99"
"16-JUL-2025","LICHSGFIN","LIC HOUSING FINANCE LTD","85"
"16-JUL-2025","LTIM","LTIMINDTREE LIMITED","1"
"16-JUL-2025","MAHABANK","MAHABANK","20"
"16-JUL-2025","MANINDS","MAN INDUSTRIES (I) LTD.  ","200"
"16-JUL-2025","MIDHANI","MIDHANI","100"
"16-JUL-2025","NESTLEIND","NESTLE INDIA LIMITED","100"
"16-JUL-2025","NIBE","NIBE LIMITED","35"
"16-JUL-2025","NORTHARC","NORTHERN ARC CAPITAL LTD","1"
"16-JUL-2025","PARAGMILK","PARAG MILK FOODS LTD.   ","2"
"16-JUL-2025","PATANJALI","PATANJALI FOODS LIMITED","325"
"16-JUL-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","169"
"16-JUL-2025","PEL","PIRAMAL ENTERPRISES LTD","525"
"16-JUL-2025","PFC","POWER FIN CORP LTD.","962"
"16-JUL-2025","PSPPROJECT","PSP PROJECTS LIMITED","1"
"16-JUL-2025","RALLIS","RALLIS INDIA LTD","1,200"
"16-JUL-2025","RATEGAIN","RATEGAIN TRAVEL TECHN LTD","50"
"16-JUL-2025","RBLBANK","RBL BANK LIMITED    ","300"
"16-JUL-2025","RPOWER","RELIANCE POWER LTD.","7,517"
"16-JUL-2025","RVNL","RVNL","3"
"16-JUL-2025","SANGHVIMOV","SANGHVI MOVERS LTD","4"
"16-JUL-2025","SBIN","STATE BANK OF INDIA","66"
"16-JUL-2025","SHRIPISTON","SHRIRAM PIST. & RING LTD","9"
"16-JUL-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","322"
"16-JUL-2025","STARCEMENT","STARCEMENT","1"
"16-JUL-2025","SUVEN","SUVEN LIFE SCIENCES LTD  ","10,000"
"16-JUL-2025","SWANENERGY","SWAN ENERGY LIMITED    ","100"
"16-JUL-2025","SWIGGY","SWIGGY LIMITED","5"
"16-JUL-2025","SWSOLAR","STERLING & WILSON SO LTD","3"
"16-JUL-2025","TATAPOWER","TATA POWER CO LTD","759"
"16-JUL-2025","TVSMOTOR","TVS MOTOR COMPANY  LTD","350"
"16-JUL-2025","UBL","UNITED BREWERIES LIMITED","50"
"16-JUL-2025","UCOBANK","UCO BANK","3"
"16-JUL-2025","UNOMINDA","UNO MINDA LIMITED","100"
"16-JUL-2025","VISHNU","VISHNU CHEMICALS LIMITED","1"
"16-JUL-2025","VOLTAS","VOLTAS LTD","250"
"16-JUL-2025","WIPRO","WIPRO LTD","301"
"16-JUL-2025","YESBANK","YES BANK LIMITED","81,364"
"17-JUL-2025","AJAXENGG","AJAX ENGINEERING LIMITED","29"
"17-JUL-2025","ALOKINDS","ALOKINDS","275"
"17-JUL-2025","AMBER","AMBER ENTERPRISES (I) LTD","10"
"17-JUL-2025","ANGELONE","ANGEL ONE LTD","1,750"
"17-JUL-2025","APLAPOLLO","APL APOLLO TUBES LTD","1"
"17-JUL-2025","ASHOKLEY","ASHOK LEYLAND LTD","2,937"
"17-JUL-2025","BERGEPAINT","BERGER PAINTS (I) LIMITED","100"
"17-JUL-2025","BPCL","BHARAT PETROLEUM CORP  LT","22"
"17-JUL-2025","CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","103"
"17-JUL-2025","CONCOR","CONTAINER CORP OF IND LTD","84"
"17-JUL-2025","CUPID","CUPID LIMITED","4,815"
"17-JUL-2025","DIXON","DIXON TECHNO (INDIA) LTD","20"
"17-JUL-2025","EDELWEISS","EDELWEISS FIN SERV LTD","502"
"17-JUL-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","4,000"
"17-JUL-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","100"
"17-JUL-2025","GMRP&UI","GMR POW AND URBAN INFRA L","10"
"17-JUL-2025","GTLINFRA","GTL INFRA.LTD","3,24,021"
"17-JUL-2025","HAVELLS","HAVELLS INDIA LIMITED","1,51,000"
"17-JUL-2025","HDFCAMC","HDFC AMC LIMITED","4"
"17-JUL-2025","HEROMOTOCO","HERO MOTOCORP LTD","2,094"
"17-JUL-2025","HYUNDAI","HYUNDAI MOTOR INDIA LTD","1"
"17-JUL-2025","ICICIPRULI","ICICI PRU LIFE INS CO LTD ","300"
"17-JUL-2025","IDEA","IDEA CELLULAR LIMITED","1,800"
"17-JUL-2025","INDHOTEL","THE INDIAN HOTELS CO. LTD","2"
"17-JUL-2025","INDIGO","INTERGLOBE AVIATION LTD  ","28"
"17-JUL-2025","IOB","INDIAN OVERSEAS BANK","1"
"17-JUL-2025","ITI","ITI LTD","25"
"17-JUL-2025","IXIGO","LE TRAVENUES TECHNOLOGY L","3,93,689"
"17-JUL-2025","JIOFIN","JIO FIN SERVICES LTD","100"
"17-JUL-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","477"
"17-JUL-2025","LICHSGFIN","LIC HOUSING FINANCE LTD","200"
"17-JUL-2025","LTIM","LTIMINDTREE LIMITED","48,900"
"17-JUL-2025","MARICO","MARICO LIMITED","500"
"17-JUL-2025","MFSL","MAX FINANCIAL SERV LTD","20"
"17-JUL-2025","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","9"
"17-JUL-2025","NETWORK18","NETWORK 18 FINCAP LTD.","3"
"17-JUL-2025","NHPC","NHPC LTD","50"
"17-JUL-2025","NIBE","NIBE LIMITED","24"
"17-JUL-2025","OLECTRA","OLECTRA GREENTECH LIMITED","20"
"17-JUL-2025","PAGEIND","PAGE INDUSTRIES LTD","30"
"17-JUL-2025","PATANJALI","PATANJALI FOODS LIMITED","335"
"17-JUL-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","169"
"17-JUL-2025","PETRONET","PETRONET LNG LIMITED","3,250"
"17-JUL-2025","PPLPHARMA","PIRAMAL PHARMA LIMITED","1"
"17-JUL-2025","RBLBANK","RBL BANK LIMITED    ","200"
"17-JUL-2025","SAPPHIRE","SAPPHIRE FOODS INDIA LTD","80"
"17-JUL-2025","SBIN","STATE BANK OF INDIA","1"
"17-JUL-2025","SENCO","SENCO GOLD LIMITED","32,800"
"17-JUL-2025","SMLISUZU","SML ISUZU LIMITED","259"
